"ID","goal","enddate","startdate","coinNum","teamSize","country_region","categories","overallrating","ratingTeam","ratingProduct","platform","acceptingCurrencyNum","whitepaper","video","socialMedia","GitHub","teamLinkedIn","teamPhotos","CEOPhoto","bitcoin.price","continent_region","duration"
150,"Y",2017-07-24,2017-07-24,53252246,5,"UK","Business services",3.1,0,0,"Ethereum","unknown",1,0,0,1,1,1,0,2754.860107,"Europe",0
151,"N",2017-11-10,2017-10-27,150000,4,"Japan","Platform,Cryptocurrency",1.9,2,2,"Ethereum","unknown",1,0,0,0,1,0,0,6767.749967,"Asia",14
152,"N",2018-04-30,2018-03-19,6.5e+07,1,"UK","Other,Investment,Cryptocurrency,Platform",1.7,1,1,"Ethereum","2",1,0,0,0,1,0,0,8076.278139,"Europe",42
153,"N",2017-12-20,2017-11-20,5e+07,6,"India","Business services,Investment,Platform",2.8,3,4,"Ethereum","1",1,1,0,1,0.5,1,0,13305.33028,"Asia",30
154,"N",2018-05-14,2017-10-22,6e+07,7,"USA","Software,Business services,Platform",2.5,0,0,"Ethereum","1",1,0,0,1,0.43,1,0,10188.94747,"Americas",204
155,"Y",2017-04-19,2017-04-19,8.7e+07,10,"France","Platform",3.1,0,0,"unknown","2",1,1,2,0,0.9,0,0,1210.290039,"Europe",0
156,"N",2018-03-31,2018-03-05,2700000,3,"india","Cryptocurrency",1.5,0,0,"unknown","unknown",1,1,0,0,1,1,0,8711.761845,"Asia",26
157,"N",2018-04-22,2018-02-22,10500000,5,"UK","Business services,Platform",2.4,2,2,"CryptoNote-based Blockchain","5",1,0,0,1,1,0.6,1,8646.474658,"Europe",59
158,"Y",2018-01-15,2017-11-24,1.65e+08,18,"Gibraltar","Platform,Investment,Education",3.2,3.6,2.5,"Ethereum","1",1,1,3,1,1,1,0,14442.40979,"Europe",52
159,"Y",2018-01-31,2017-12-07,6.4e+07,14,"Lithuania","Internet,Infrastructure,Platform,Cryptocurrency,Software",3.4,3.4,3.2,"Ethereum","4",1,1,0,1,0.88,1,0,14438.1411,"Europe",55
160,"N",2018-02-14,2018-01-10,1.3e+08,12,"Seychelles","Energy",1.8,1,1,"Ethereum","1",1,0,0,0,0,1,0,10654.7481,"Africa",35
161,"Y",2018-03-07,2018-02-07,1.5e+10,8,"USA","Investment",3.6,5,5,"Ethereum","8",1,1,2,1,0.5,1,1,10083.17321,"Americas",28
162,"N",2017-10-14,2017-10-06,2e+08,20,"Denmark","Platform,Software",2.4,3,3,"Ethereum","3",1,0,0,0,0,0.8,0,4968.28673,"Europe",8
163,"Y",2018-04-30,2018-04-02,3.1e+07,14,"Switzerland","Platform",4.2,4.7,4.3,"Ethereum","1",1,1,3,1,0.79,0.93,1,8074.609274,"Europe",28
164,"Y",2018-04-11,2018-03-11,73270000,14,"UK","Platform,Infrastructure",3.7,4,3.3,"Ethereum","1",1,1,0,1,1,1,1,7859.200897,"Europe",31
165,"Y",2017-12-26,2017-11-26,6e+07,16,"Australia","Platform,Investment,Cryptocurrency,Software",2.9,3,2.9,"Ethereum","1",1,1,0,1,1,1,1,14556.20996,"Oceania",30
166,"Y",2018-03-05,2018-01-29,4e+07,14,"Estonia","Business services,Software",3.7,3.6,2.5,"Ethereum","1",1,1,2,1,0.89,1,1,9818.134223,"Europe",35
167,"Y",2017-11-17,2017-10-02,4e+07,24,"Russia","Platform,Business services",4.3,4.5,4.7,"Ethereum","6",1,1,2,0,0.25,1,1,5986.959358,"Europe",46
168,"N",2017-11-22,2017-11-01,2e+08,6,"Russia","Platform,Entertainment,Art",2,1.6,1.4,"Ethereum","1",1,0,0,0,0,1,0,7271.849987,"Europe",21
169,"Y",2018-02-15,2018-02-01,7e+06,10,"Switzerland","Tourism",3.4,3.5,2.8,"Ethereum","1",1,1,2,1,1,1,0,8581.608724,"Europe",14
170,"N",2018-04-30,2018-03-19,0,7,"Russian","Cryptocurrency",2.4,0,0,"Ethereum","1",1,0,0,0,0.43,0.86,0,8076.278139,"Europe",42
171,"N",2018-06-10,2018-04-16,141,18,"Belarus","Infrastructure,Cryptocurrency,Big Data,Platform,Smart Contract,Software",3.5,3.2,2.9,"Ethereum","5",1,1,0,1,1,1,0,8393.260707,"Europe",55
172,"N",2017-10-31,2017-09-15,5e+07,2,"USA","Business services,Platform,Cryptocurrency",2.1,0,0,"Ethereum","8",1,1,1,0,0.5,1,1,4858.220412,"Americas",46
173,"N",2018-04-15,2018-03-15,1.5e+09,6,"UK","Business services,Cryptocurrency,Internet,Media,Platform,Retail",1.9,0,0,"Ethereum","1",1,0,0,0,0,1,0,7729.580627,"Europe",31
174,"N",2017-11-23,2017-10-26,0,3,"Russia","Manufacturing",1.8,0,0,"unknown","1",1,0,0,0,0,1,0,7041.761012,"Europe",28
175,"Y",2018-05-15,2018-05-08,9.04e+08,19,"Slovenia","Investment,Business services,Banking,Artificial Intelligence,Platform",3.6,3.7,2.9,"Ethereum","1",1,1,0,0,1,1,0,8812.678833,"Europe",7
176,"N",2017-09-22,2017-09-08,0,7,"Singapore","Platform,Business services,Entertainment,Software",1.7,3,2.2,"unknown","unknown",1,1,0,0,0,1,0,3860.711328,"Asia",14
177,"Y",2018-04-20,2018-03-15,9325000,5,"USA","Cryptocurrency",2.9,0,0,"Ethereum","1",1,1,0,1,0.43,1,0,7800.294579,"Americas",36
178,"Y",2017-10-20,2017-09-16,8e+07,5,"Malta","Casino & Gambling,Entertainment",3,4.1,3.4,"Ethereum","1",1,1,0,1,1,1,0,4550.270285,"Europe",34
179,"Y",2018-05-08,2018-03-01,1.6e+08,17,"USA","Entertainment",3.5,3.4,3.2,"Ethereum","2",1,1,0,1,1,1,0,8654.862305,"Americas",68
180,"Y",2018-01-27,2017-11-29,66666666,19,"Estonia","Software,Platform",3.8,4,4.2,"Ethereum","1",1,1,0,1,0.37,1,1,14274.78019,"Europe",59
181,"Y",2017-11-24,2017-10-24,2e+08,9,"Argentina","Platform,Entertainment,Media",3.5,4,4,"Ethereum","1",1,1,3,0,1,1,0,6991.943741,"Americas",31
182,"N",2018-01-08,2017-12-18,1.8e+07,13,"Ukraine","Cryptocurrency,Platform,Investment,Business services",1.8,1.8,1.3,"Ethereum","1",0,1,0,1,0.31,1,0,15461.59535,"Europe",21
183,"Y",2018-03-15,2018-02-05,3e+09,37,"Singapore","Other,Investment,Internet,Infrastructure,Cryptocurrency,Business services,Banking,Platform,Smart Contract,Tourism",4.3,4.3,4.3,"Ethereum","1",1,1,0,1,0.68,0.7,0,9724.849284,"Asia",38
184,"Y",2017-12-29,2017-11-29,1e+09,16,"Russia","Platform,Communication",3.8,5,5,"Ethereum","3",1,1,0,1,0.88,1,1,15068.90354,"Europe",30
185,"Y",2018-03-23,2018-03-16,3.25e+08,13,"USA","Platform,Banking",4.1,4.3,3.8,"Ethereum","3",1,1,3,1,1,1,1,8570.049927,"Americas",7
186,"Y",2018-05-18,2018-04-18,3.42e+08,19,"Singapore","Internet,Platform,Electronics,Media,Communication,Infrastructure,Software",3.7,3.8,3.4,"Ethereum","1",1,1,0,1,0.95,1,0,8988.820958,"Asia",30
187,"Y",2018-04-19,2017-11-20,350,2,"Estonia","Platform,Cryptocurrency,Business services,Infrastructure",3.4,3,3,"Ethereum","1",1,1,0,0,1,1,1,11025.82769,"Europe",150
188,"N",2017-09-14,2017-08-14,1.12e+08,7,"Kyrgyzstan","Platform",1.9,0,0,"Ethereum","1",0,1,0,1,0,1,0,4292.313126,"Asia",31
189,"N",2018-01-31,2018-01-01,1950000,6,"Singapore","Cryptocurrency",2.3,1.6,2.3,"Ethereum","1",1,0,0,1,0.83,1,0,13085.55809,"Asia",30
190,"N",2017-10-24,2017-10-04,3250000,21,"Spain","Energy",3.3,3,1,"Ethereum","1",1,0,0,1,0.9,1,0,5289.965727,"Europe",20
191,"N",2017-10-19,2017-09-19,1.24e+12,4,"Israel","Platform,Software,Retail",2.9,0,0,"Ethereum","1",1,1,0,1,1,1,0,4579.835158,"Asia",30
192,"N",2017-11-29,2017-11-21,0,2,"UK","Casino & Gambling,Platform",1.6,2,2,"Ethereum","1",1,0,0,0,1,1,0,8944.94439,"Europe",8
193,"N",2018-05-07,2018-03-19,175,13,"Czech Republic","Artificial Intelligence,Big Data,Education,Energy,Health,Virtual Reality",2.3,0,0,"Counterparty","unknown",1,1,0,1,0,0.62,0,8279.309395,"Europe",49
194,"N",2018-06-10,2018-04-11,0,18,"Russia","Energy",2.5,0,0,"Ethereum","1",1,0,0,1,0,1,0,8345.761967,"Europe",60
195,"Y",2017-12-27,2017-11-27,1e+07,7,"Russia","Cryptocurrency,Manufacturing",2.8,3,3,"Ethereum","1",1,1,0,1,0.71,1,0,14766.14384,"Europe",30
196,"Y",2018-03-15,2017-12-15,1e+09,11,"South Africa","Platform,Business services",3.4,3.5,3.5,"Ethereum","1",1,1,0,0,1,1,1,11987.15531,"Africa",90
197,"N",2017-08-18,2017-07-17,5e+06,8,"USA","Entertainment,Internet",3,0,0,"Ethereum","1",1,1,3,1,0.93,1,1,3140.93241,"Americas",32
198,"N",2018-06-10,2018-04-26,1.2e+07,13,"Australia","Retail",2.3,3,3,"Ethereum","2",1,1,0,1,1,1,0,8338.828698,"Oceania",45
199,"N",2018-01-12,2017-12-25,5e+07,8,"Liechtenstein","Investment",4.3,4.7,4.1,"Ethereum","4",1,0,0,1,1,1,0,15017.63153,"Europe",18
200,"Y",2018-02-25,2018-01-25,3.3e+07,33,"Switzerland","Communication",3.6,4,3.2,"Ethereum","4",1,1,0,1,0.88,1,0,9718.982269,"Europe",31
201,"Y",2017-07-20,2017-06-20,1e+08,8,"Malta","Entertainment,Sports",2.5,2,2,"Ethereum","1",1,1,0,0,0.38,1,0,2479.946124,"Europe",30
202,"Y",2018-05-08,2018-04-18,1200000,17,"Slovenia","Software,Real estate,Platform,Infrastructure,Cryptocurrency",3.9,3.9,3.4,"Ethereum","1",1,1,3,1,0.88,1,1,9174.891416,"Europe",20
203,"N",2018-04-20,2018-03-19,6.5e+07,11,"UK","Cryptocurrency,Manufacturing",3.2,4.4,3.8,"Ethereum","unknown",1,1,0,1,0,1,0,7752.458481,"Europe",32
204,"Y",2018-02-01,2018-02-01,2e+08,17,"UK","Health",4.4,4.5,4.1,"Ethereum","2",1,1,2,0,1,1,0,9170.540039,"Europe",0
205,"Y",2018-02-10,2017-12-11,4.75e+09,23,"Philippines","Platform,Cryptocurrency,Retail",3.7,4.6,3.7,"NEM","3",1,1,1,0,0.43,1,0,13336.15245,"Asia",61
206,"N",2018-03-31,2018-03-01,25,11,"France","Business services,Communication",2,0,0,"Ethereum","1",1,0,0,0,0.36,1,0,9040.557097,"Europe",30
207,"Y",2018-03-20,2018-03-01,2e+07,10,"Singapore","Cryptocurrency,Infrastructure,Smart Contract",3.4,4.1,3.2,"Ethereum","1",1,1,0,1,1,1,0,9576.466455,"Asia",19
208,"Y",2017-08-10,2017-07-23,2.1e+07,4,"Latvia","Casino & Gambling",1.8,0,0,"Ethereum","2",1,0,0,0,0,1,1,2923.683131,"Europe",18
209,"Y",2018-05-11,2018-03-12,53760000,18,"Seychelles","Real estate",4.2,4.5,4,"Ethereum","1",1,1,0,1,0.94,1,0,8351.810643,"Africa",60
210,"Y",2018-05-29,2018-05-01,5.6e+07,7,"Switzerland","Entertainment,Communication,Tourism",2.6,0,0,"Ethereum","1",1,1,0,1,0,1,1,8520.008267,"Europe",28
211,"Y",2017-09-06,2017-08-08,2e+08,24,"Singapore","Platform,Cryptocurrency",2.9,0,0,"Ethereum","unknown",1,1,3,0,0.97,1,1,4219.968335,"Asia",29
212,"N",2018-06-01,2018-05-01,0,4,"Netherlands","Tourism",2,1,1,"Waves","2",1,0,0,0,1,1,0,8422.574371,"Europe",31
213,"N",2017-12-23,2017-11-24,1.42e+08,15,"Russia","Investment",3.5,4,3.7,"Ethereum","5",1,1,2,1,0.87,1,0,14141.164,"Europe",29
214,"N",2018-01-30,2018-01-05,0,2,"Netherlands","Platform,Cryptocurrency,Business services,Investment,Infrastructure,Retail",2,2,2,"Ethereum","2",1,0,0,0,1,0,0,12922.75774,"Europe",25
215,"Y",2018-01-30,2017-12-10,1.2e+07,16,"Cyprus","Business services,Cryptocurrency,Investment,Platform",3,0,0,"Ethereum","unknown",1,1,0,0,0,1,0,14397.45196,"Asia",51
216,"N",2018-06-11,2018-04-01,49978560,12,"Bulgaria","Business services,Platform,Software",3.2,3.6,3.6,"Ethereum","1",1,1,0,1,0,0,0,8128.114848,"Europe",71
217,"N",2018-06-10,2018-04-03,1.4e+09,4,"Singapore","Investment,Internet,Entertainment,Energy,Electronics,Education,Communication,Business services,Big Data,Artificial Intelligence,Art,Media,Platform,Smart Contract,Software,Virtual Reality",2.3,0,0,"Ethereum","1",1,0,0,1,0,1,0,8179.555353,"Asia",68
218,"N",2018-03-31,2018-02-01,8e+07,8,"Croatia","Platform",2.4,0,0,"Ethereum","1",1,1,0,0,0.88,1,0,9245.310208,"Europe",58
219,"N",2018-03-18,2018-01-16,9e+06,4,"USA","Real estate",2.4,0,0,"Ethereum","2",1,0,0,0,0.75,1,0,9998.431341,"Americas",61
220,"Y",2017-11-30,2017-09-18,720000,4,"Guinea-Bissau","Energy,Internet,Infrastructure,Electronics",2.3,0,0,"Ethereum","1",1,0,3,0,1,1,1,6106.55282,"Africa",73
221,"N",2018-05-30,2018-02-02,49,7,"UK","Business services,Casino & Gambling,Cryptocurrency,Media,Other,Platform,Retail",2.7,2.4,1.7,"Ethereum","1",1,0,0,1,0,0,0,8744.04594,"Europe",117
222,"Y",2017-12-28,2017-11-29,3141592653,9,"Singapore","Platform,Infrastructure",2.4,0,0,"Ethereum","1",1,0,1,0,0,1,0,15082.66032,"Asia",29
223,"N",2017-11-18,2017-10-18,0,7,"USA","Banking,Cryptocurrency",1.8,0,0,"Ethereum","1",0,1,0,0,1,1,0,6567.774994,"Americas",31
224,"N",2018-05-31,2018-04-18,0,17,"Ireland","Software,Platform",2.7,3.8,3.1,"Ethereum","1",1,1,0,1,0.41,0.59,1,8607.57544,"Europe",43
225,"Y",2018-04-08,2018-02-26,1.4e+07,21,"Russia","Health,Cryptocurrency,Artificial Intelligence,Infrastructure,Platform",4.4,4.4,4.1,"Ethereum","2",1,1,2,1,0.86,1,0,8746.853562,"Europe",41
226,"Y",2017-09-05,2017-08-08,3141592653,9,"Singapore","Media",3.1,3,4,"Ethereum","2",1,1,2,1,0,1,0,4206.963101,"Asia",28
227,"Y",2017-10-20,2017-09-14,6.3e+09,14,"UK","Cryptocurrency",4,4.4,4.2,"Electroneum","2",1,1,3,1,0.79,1,0,4487.889998,"Europe",36
228,"Y",2017-11-04,2017-10-10,6.6e+07,11,"Switzerland","Retail",3.5,3.3,3.3,"Ethereum","2",1,1,0,0,1,1,0,5951.047288,"Europe",25
229,"Y",2017-12-19,2017-11-28,4e+08,12,"UK","Business services,Platform,Banking",3.6,4.3,3.2,"Ethereum","2",1,1,3,1,1,1,0,14867.40501,"Europe",21
230,"Y",2017-10-06,2017-09-08,3.5e+08,17,"Australia","Energy",3.4,3,3,"Ethereum","1",1,1,3,0,0.12,1,0,4004.849306,"Oceania",28
231,"Y",2018-04-30,2018-04-01,140714286,9,"Georgia","Platform,Software,Sports,Tourism,Virtual Reality",3.9,4.4,4,"Ethereum","4",1,1,3,1,1,1,1,8033.596631,"Asia",29
232,"Y",2018-05-31,2018-05-01,5.5e+09,6,"Switzerland","Casino & Gambling",2.8,0,0,"Ethereum","2",1,0,0,0,1,1,0,8450.997732,"Europe",30
233,"N",2017-10-31,2017-10-01,1.28e+09,10,"United Arab Emirates","Energy",2.6,0,0,"Ethereum","2",1,1,0,1,0,1,1,5360.071604,"Asia",30
234,"N",2018-05-16,2018-04-16,0,11,"Gibraltar","Artificial Intelligence",2.5,3,2.3,"Ethereum","2",1,0,0,1,0,1,0,8976.416772,"Europe",30
235,"Y",2018-05-21,2018-03-05,1e+07,9,"Slovak Republic","Big Data,Infrastructure,Investment,Platform",2.1,0,0,"Ethereum","1",1,1,0,0,0.56,1,0,8503.92242,"Europe",77
236,"N",2018-04-03,2018-03-19,0,16,"India","Business services,Education,Energy",2.3,0,0,"Ethereum","1",1,1,0,1,0,0,0,7978.512543,"Asia",15
237,"Y",2018-02-28,2018-02-21,52941177,10,"Japan","Charity,Tourism",2.1,0,0,"Ethereum","1",1,0,0,0,0,1,0,10245.56262,"Asia",7
238,"N",2018-05-31,2018-03-25,3.18e+08,10,"New Caledonia","Platform,Investment",2.7,2.6,2.9,"Ethereum","1",1,0,0,0,0.9,1,0,8183.989402,"Oceania",67
239,"N",2018-01-15,2017-12-15,0,14,"Japan","Platform,Other",3.4,5,3,"Ethereum","1",1,0,0,1,0,1,1,15481.47809,"Asia",31
240,"N",2018-05-01,2018-03-01,6e+06,5,"USA","Platform,Cryptocurrency,Business services,Banking",1.7,1.5,1.8,"Ethereum","unknown",1,0,0,0,1,1,1,8554.583528,"Americas",61
241,"Y",2018-04-20,2018-01-31,2.5e+08,12,"Singapore","Cryptocurrency,Art,Platform,Software",3.4,3.4,3.2,"Ethereum","4",1,1,3,0,0,1,0,8815.668384,"Asia",79
242,"Y",2018-04-30,2018-03-16,770,22,"Cayman Islands","Business services,Cryptocurrency,Platform,Software",4.5,4.8,4.4,"Ethereum","1",1,1,0,0,0.94,1,1,8081.714547,"Americas",45
243,"N",2017-12-01,2017-11-01,8e+07,15,"France","Internet,Business services,Infrastructure",3.3,4,4.6,"Ethereum","1",1,1,0,1,1,1,0,7915.148028,"Europe",30
244,"Y",2018-04-30,2018-02-12,1.692e+09,29,"Gibraltar","Platform",3.5,4.2,2.7,"Ethereum","1",1,1,0,1,0.21,1,0,8909.525391,"Europe",77
245,"Y",2018-01-04,2017-12-07,2.75e+08,38,"Switzerland","Investment,Platform",3.6,4.4,2.9,"Ethereum","1",1,1,3,0,0.95,0.97,0,15942.17588,"Europe",28
246,"Y",2017-12-01,2017-11-28,4.6e+07,13,"Russia","Retail,Health,Manufacturing,Platform",3.8,4,4.1,"Ethereum","2",1,1,2,0,0.85,0.92,1,10289.15234,"Europe",3
247,"N",2018-05-29,2018-04-02,42500000,3,"Russia","Cryptocurrency,Entertainment,Investment",2,2,1,"Ethereum","1",1,0,0,0,0,1,0,8297.308771,"Europe",57
248,"Y",2018-05-31,2018-04-12,1.28e+09,36,"Singapore","Software",4.5,4.6,4.5,"Ethereum","2",1,1,2,1,0.83,1,1,8535.892793,"Asia",49
249,"N",2018-02-28,2018-01-15,3e+07,7,"Ukraine","Health",2.4,3,2.7,"Ethereum","2",1,1,0,0,0,1,1,10216.3852,"Europe",44
250,"Y",2018-02-28,2017-12-05,3600000,7,"Bulgaria","Electronics,Manufacturing",2,3,3,"Ethereum","unknown",1,1,0,0,0,1,1,12790.23411,"Europe",85
251,"N",2017-12-31,2017-11-25,1e+07,7,"Poland","Software",3,0,0,"Ethereum","2",1,1,0,1,1,1,0,14384.95215,"Europe",36
252,"N",2018-03-31,2017-12-31,6.6e+07,14,"Russia","Platform",2.7,2,3.5,"Ethereum","1",1,1,0,0,0.43,1,1,10607.49454,"Europe",90
253,"N",2018-02-23,2017-10-22,0,12,"USA","Entertainment,Platform",2.6,4,5,"Ethereum","2",1,1,0,0,0.5,1,1,11102.59601,"Americas",124
254,"N",2018-03-15,2018-02-04,0,12,"USA","Tourism",3.1,0,0,"Ethereum","1",1,1,3,1,1,1,0,9688.653296,"Americas",39
255,"N",2017-12-14,2017-12-01,1e+07,14,"Germany","Communication,Platform,Business services",2.6,2,2,"Ethereum","1",1,1,0,1,1,1,1,14547.56431,"Europe",13
256,"N",2018-03-18,2018-02-19,35,10,"Singapore","Platform,Tourism",2.2,1,1,"Ethereum","3",1,0,0,1,0,1,0,9949.239642,"Asia",27
257,"Y",2018-05-07,2017-12-09,1e+09,8,"UK","Entertainment,Media",2,1,1,"Ethereum","1",1,0,0,1,0.75,1,0,10848.22342,"Europe",149
258,"Y",2018-02-28,2018-01-10,1e+08,18,"Russia","Cryptocurrency",3.9,4.4,4.4,"Bitshares 2.0","4",1,1,2,1,0.06,1,0,10604.58467,"Europe",49
259,"N",2018-04-14,2018-02-14,7.2e+07,7,"Czech Republic","Entertainment",1.9,1,1,"Ethereum","1",1,0,0,0,0,0.57,0,8939.597347,"Europe",59
260,"Y",2018-04-15,2018-02-01,15700000,7,"Russia","Health,Platform",3.7,3.1,2.7,"Ethereum","2",1,1,0,1,0.91,1,0,8834.703402,"Europe",73
261,"Y",2018-05-01,2018-04-01,8800000,5,"South Africa","Cryptocurrency,Investment",2.4,2,3,"Ethereum","1",1,1,0,1,0.6,1,0,8068.609958,"Africa",30
262,"N",2017-12-24,2017-11-03,7e+09,4,"Thailand","Platform,Investment,Business services",2,0,0,"Ethereum","1",1,0,1,0,0,1,0,11391.04576,"Asia",51
263,"N",2017-12-07,2017-11-07,6.7e+07,20,"Lithuania","Platform,Business services",3.2,4,3.5,"Ethereum","1",1,1,0,1,0.95,1,0,9053.832204,"Europe",30
264,"Y",2018-11-01,2018-12-01,15,19,"Germany","Cryptocurrency",4.6,5,4.6,"Ethereum","1",1,1,0,1,0.56,0.89,0,0,"Europe",-30
265,"N",2017-11-12,2017-10-15,5e+07,13,"UK","Tourism,Platform",2.8,2.8,2.7,"Ethereum","1",1,1,0,0,0.08,1,1,6320.568242,"Europe",28
266,"N",2017-10-06,2017-09-01,4.4e+07,11,"UK","Banking,Cryptocurrency,Investment,Platform,Business services",1.9,0,0,"unknown","unknown",1,1,0,0,0.64,0.45,1,4111.228041,"Europe",35
267,"Y",2018-05-30,2018-04-07,1e+08,16,"Turkey","Internet,Media,Smart Contract",3.9,5,4,"Ethereum","1",1,1,0,1,1,1,1,8403.868318,"Asia",53
268,"Y",2018-06-09,2018-04-25,1e+07,3,"Dubai","Business services",2,0,0,"Ethereum","2",1,0,0,0,0,1,0,8383.605225,"Asia",45
269,"N",2017-11-12,2017-10-31,0,7,"Japan","Entertainment,Platform",2.1,0,0,"Ethereum","unknown",1,0,0,0,0.43,1,0,6923.503831,"Asia",12
270,"N",2017-12-17,2017-11-17,2.1e+07,8,"Malta","Business services",2.9,2,2,"Ethereum","3",1,1,0,0,1,1,1,12338.23778,"Europe",30
271,"N",2017-09-01,2017-08-01,0,3,"USA","Business services,Internet",2.3,0,0,"unknown","unknown",1,0,0,0,0,1,0,3912.584366,"Americas",31
272,"Y",2018-05-31,2018-03-01,2.5e+09,10,"United Kingdom","Banking,Cryptocurrency,Investment",2.9,0,0,"Ethereum","4",1,1,0,0,0.9,1,1,8513.54455,"Europe",91
273,"Y",2018-05-11,2018-02-02,28200000,7,"Spain","Communication,Electronics,Internet,Software",3.5,3.8,2.8,"Ethereum","1",1,1,3,1,0.86,1,0,8889.309107,"Europe",98
274,"N",2018-05-20,2018-03-20,3500000,11,"USA","Investment",3.2,3.7,3.3,"Ethereum","4",1,1,0,0,0.91,1,1,8343.72257,"Americas",61
275,"N",2018-03-31,2018-01-19,1.5e+07,6,"Curacao","Casino & Gambling",2.1,0,0,"Ethereum","unknown",1,0,0,0,0.17,1,0,9611.400058,"Americas",71
276,"Y",2018-06-06,2018-05-31,5.04e+08,27,"Singapore","Business services,Platform,Software",4.1,3.9,3.6,"Ethereum","3",1,1,3,1,1,1,1,7600.21861,"Asia",6
277,"Y",2018-02-18,2018-01-18,92233720,16,"USA","Cryptocurrency,Business services,Retail,Software,Internet",3.4,3.3,3.4,"Separate blockchain","4",1,1,2,1,0.81,0.94,1,9957.654175,"Americas",31
278,"N",2018-02-12,2017-11-05,0,10,"Singapore","Cryptocurrency,Business services,Software",1.3,2,2,"unknown","2",1,0,0,0,0,0,0,11861.99961,"Asia",99
279,"N",2018-03-19,2018-02-19,4e+08,2,"Czech Republic","Cryptocurrency,Entertainment,Infrastructure,Platform,Smart Contract,Virtual Reality",1.6,0,0,"Ethereum","1",1,0,0,0,0.5,1,1,9903.771047,"Europe",28
280,"N",2018-05-04,2018-04-04,8e+06,14,"United States","Investment",2.3,2,1,"Ethereum","1",1,1,0,0,0,1,0,8303.977712,"Americas",30
281,"Y",2017-05-31,2017-04-25,150720000,11,"Estonia","Platform,Cryptocurrency",3,0,0,"unknown","1",1,1,0,0,0.45,1,1,1800.198631,"Europe",36
282,"N",2017-10-17,2017-09-18,0,7,"Russia","Cryptocurrency",2,0,0,"Ethereum","1",0,1,0,0,0.29,1,0,4491.362663,"Europe",29
283,"Y",2018-03-12,2017-12-10,6.93e+08,37,"Russia","Tourism,Cryptocurrency",3.6,3.9,3.3,"Separate blockchain","2",1,1,0,1,0.43,1,0,12342.42381,"Europe",92
284,"N",2018-06-10,2018-04-16,21750000,13,"British Virgin Islands","Artificial Intelligence,Banking,Cryptocurrency,Investment",3.1,2,2,"Ethereum","1",1,1,0,1,0,1,0,8393.260707,"Americas",55
285,"N",2018-03-15,2018-01-20,0,8,"South Africa","Platform,Sports",3,4,5,"Ethereum","6",1,1,0,1,1,1,0,9993.862429,"Africa",54
286,"Y",2017-10-29,2017-09-29,5e+08,16,"USA","Tourism,Infrastructure,Other",2.3,3.2,2,"Ethereum","1",1,1,0,1,0.06,1,0,5227.905478,"Americas",30
287,"N",2018-03-31,2017-12-15,29750000,11,"Latvia","Business services,Platform",3.3,0,0,"Ethereum","5",1,1,0,1,0,0,0,11416.65517,"Europe",106
288,"Y",2018-05-09,2018-02-27,9.5e+08,19,"South Africa","Casino & Gambling,Entertainment",3.6,4,3.9,"Ethereum","2",1,1,0,1,0.68,1,0,8717.141371,"Africa",71
289,"Y",2017-11-05,2017-10-07,8e+07,6,"Estonia","Real estate,Tourism",3.3,0,0,"Ethereum","2",1,0,0,0,1,1,0,5864.800993,"Europe",29
290,"Y",2018-03-06,2018-02-06,2e+10,23,"UK","Banking,Platform",3.7,3.6,3.8,"Ethereum","1",1,1,0,0,0.96,1,1,10006.91216,"Europe",28
291,"N",2017-12-07,2017-11-06,1e+07,4,"Singapore","Platform,Banking,Business services",3,1.7,3.3,"Ethereum","5",1,1,0,0,1,1,1,8990.361191,"Asia",31
292,"N",2018-01-02,2017-11-01,0,9,"USA","Business services,Cryptocurrency,Software",2.6,3,3,"Ethereum","1",1,1,0,1,0.89,1,0,11700.88396,"Americas",62
293,"Y",2018-02-22,2018-02-11,240,8,"Singapore","Cryptocurrency,Investment",2.9,0,0,"Ethereum","1",1,0,1,1,0,1,0,10044.8901,"Asia",11
294,"Y",2018-03-07,2018-01-25,3500000,32,"Estonia","Banking,Big Data,Cryptocurrency,Investment,Other,Platform,Software",2.4,3.3,3.1,"Ethereum","3",1,1,0,0,0.38,1,1,9996.573893,"Europe",41
295,"N",2017-12-21,2017-09-21,0,12,"Estonia","Entertainment,Casino & Gambling",3.6,0,0,"Ethereum","1",1,1,0,1,0,1,0,8362.154231,"Europe",91
296,"Y",2018-03-31,2018-03-01,4e+08,18,"Cayman Islands","Internet,Communication",4.1,4.4,3.9,"Ethereum","3",1,1,0,0,1,1,1,9040.557097,"Americas",30
297,"Y",2018-02-22,2017-12-18,3.6e+07,10,"Ukraine","Investment,Business services",2.2,1,1,"unknown","4",1,1,0,0,0.6,1,1,12294.18852,"Europe",66
298,"N",2018-06-10,2018-05-21,1900000,4,"Perú","Education",4.1,0,0,"Ethereum","unknown",1,1,0,1,1,1,0,7554.664783,"Americas",20
299,"Y",2018-03-31,2018-02-28,1e+08,12,"Mexico","Platform,Banking",3,3.5,2.7,"Ethereum","1",1,1,0,0,1,1,1,9082.974075,"Americas",31
300,"N",2017-12-10,2017-11-10,2e+08,8,"France","Real estate,Manufacturing",2.6,2.7,2.7,"Ethereum","1",1,1,0,1,1,1,0,9874.972562,"Europe",30
