"ID","goal","enddate","startdate","coinNum","teamSize","country_region","categories","overallrating","ratingTeam","ratingProduct","platform","acceptingCurrencyNum","whitepaper","video","socialMedia","GitHub","teamLinkedIn","teamPhotos","CEOPhoto","bitcoin.price","continent_region","duration"
1053,"N",2018-05-09,2018-04-09,0,8,"Austria","Cryptocurrency,Investment,Platform,Smart Contract",2.4,3,3,"Ethereum","unknown",1,1,0,0,0.88,1,0,8730.097719,"Europe",30
1054,"N",2018-04-01,2018-03-15,586200000,12,"Belarus","Communication,Infrastructure,Platform,Virtual Reality",2.8,2.4,2.9,"Ethereum","1",1,1,0,0,0.92,0.33,0,8105.336697,"Europe",17
1055,"N",2018-06-09,2018-04-06,2e+08,16,"Seychelles","Smart Contract,Platform,Cryptocurrency,Artificial Intelligence,Software",4.1,3.2,3.4,"Ethereum","2",1,1,0,1,0.94,1,0,8253.567375,"Africa",64
1056,"N",2018-04-26,2018-03-29,4,5,"Canada","Entertainment",2.5,0,0,"Ethereum","1",1,0,0,0,1,1,1,7760.08582,"Americas",28
1057,"Y",2017-09-30,2017-08-15,7e+05,5,"Lithuania","Platform",2.9,4,4,"Waves","unknown",1,1,0,0,0.6,1,0,4153.255953,"Europe",46
1058,"Y",2018-04-04,2017-12-26,4289400000,20,"Estonia","Platform,Business services,Other",4,4,3.8,"Ethereum","3",1,1,0,1,1,1,0,10676.73183,"Europe",99
1059,"Y",2017-12-20,2017-11-29,3.2e+08,16,"Poland","Platform,Media,Communication",4.1,4,4.2,"Ethereum","1",1,1,2,1,0.94,1,1,15165.85045,"Europe",21
1060,"Y",2018-02-21,2018-02-08,3e+08,16,"USA","Big Data,Platform",3.6,4.2,3.7,"Ethereum","1",1,0,2,0,0.94,1,1,9725.582276,"Americas",13
1061,"N",2017-12-06,2017-11-15,4e+07,3,"UK","Platform,Internet,Retail,Casino & Gambling",2.1,0,0,"Ethereum","unknown",1,1,0,0,0.67,1,0,9495.472678,"Europe",21
1062,"Y",2017-06-19,2017-06-15,165680000,14,"Russia","Software,Infrastructure,Platform",3.9,5,4,"Ethereum","unknown",1,1,3,1,0.54,1,0,2555.382031,"Europe",4
1063,"N",2018-04-16,2018-03-20,1.5e+08,9,"Nigeria","Cryptocurrency,Health,Software",2.6,0,0,"Ethereum","1",1,1,0,1,1,1,1,7642.672503,"Africa",27
1064,"N",2018-06-10,2018-05-10,5.3e+07,14,"Bulgaria","Cryptocurrency,Investment,Manufacturing",3.6,3.5,4,"Waves","7",1,1,0,0,0.43,1,1,7876.998138,"Europe",31
1065,"Y",2017-11-30,2017-11-01,6.6e+07,8,"Russia","Platform,Business services,Cryptocurrency,Internet",2.1,1,1,"Ethereum","unknown",1,0,0,1,0.38,0.38,0,7813.132975,"Europe",29
1066,"Y",2017-08-27,2017-07-01,1e+07,1,"South Africa","Banking",2.5,0,0,"NEM","6",1,1,0,0,0.5,0.5,0,3106.591203,"Africa",57
1067,"N",2017-11-20,2017-10-21,4e+08,7,"UK","Platform",2.6,2.2,1.2,"Ethereum","1",1,1,0,1,1,1,1,6745.008695,"Europe",30
1068,"N",2018-02-17,2018-01-15,1.5e+08,9,"Brazil","Cryptocurrency,Business services,Platform,Communication",3.1,3.5,4,"Ethereum","1",1,0,0,1,0.78,1,1,10135.0598,"Americas",33
1069,"N",2017-10-31,2017-10-01,2.5e+09,6,"Canada","Other",2,0,0,"Ethereum","unknown",1,0,0,1,0,1,0,5360.071604,"Americas",30
1070,"Y",2017-08-09,2017-07-10,247500000,10,"Cayman Islands","Cryptocurrency,Internet",2,1,1,"unknown","unknown",0,0,0,1,1,1,0,2674.645468,"Americas",30
1071,"N",2017-12-06,2017-11-06,5e+08,16,"Singapore","Business services,Software",2.6,0,0,"Ethereum","1",1,1,0,0,0,1,1,8702.96319,"Asia",30
1072,"N",2018-06-09,2018-03-12,178,16,"Belize","Banking,Business services,Cryptocurrency,Infrastructure,Investment,Platform,Smart Contract",3.4,3.9,3.6,"Ethereum","1",1,1,0,1,0.6,1,0,8191.699322,"Americas",89
1073,"N",2018-04-01,2018-03-01,340,13,"Romania","Platform",2.9,3.5,3.5,"Ethereum","2",1,0,0,1,1,1,1,8971.921875,"Europe",31
1074,"N",2017-10-31,2017-10-01,12700000,7,"Latvia","Other",3.8,3.8,3.8,"Ethereum","1",1,1,0,1,0.88,1,1,5360.071604,"Europe",30
1075,"Y",2018-04-03,2018-03-03,2.15e+08,12,"USA","Platform,Cryptocurrency,Entertainment,Communication",4.5,4.3,4.4,"Ethereum","2",1,1,2,1,0.92,1,0,8737.62529,"Americas",31
1076,"Y",2017-08-24,2017-07-24,9e+08,11,"United Arab Emirates","Entertainment,Art",3.8,0,0,"Ethereum","unknown",1,1,0,1,0,1,1,3458.562187,"Asia",31
1077,"N",2018-04-28,2018-04-18,3e+07,7,"Estonia","Platform",2.2,2,1,"Ethereum","4",1,1,0,0,1,1,0,8917.523615,"Europe",10
1078,"Y",2018-02-15,2018-01-15,2.5e+07,6,"Latvia","Platform,Entertainment",2.8,2.2,2.9,"Ethereum","2",1,1,3,1,0,0,1,10101.41977,"Europe",31
1079,"N",2017-12-08,2017-11-08,0,12,"USA","Platform,Cryptocurrency,Entertainment,Media",3,5,5,"Ethereum","3",1,1,0,0,0.67,1,0,9357.865124,"Americas",30
1080,"Y",2018-05-31,2018-03-16,100,10,"Russia","Entertainment",1.9,3,3,"Ethereum","unknown",1,1,0,1,1,1,0,8230.386998,"Europe",76
1081,"N",2018-03-31,2018-03-01,8500000,7,"Russia","Business services,Communication",1.8,1.6,2.4,"Ethereum","6",1,0,0,0,0,0,0,9040.557097,"Europe",30
1082,"Y",2017-10-17,2017-10-13,5e+08,7,"Germany","Business services,Platform",3.9,5,5,"Ethereum","1",1,0,2,1,1,1,1,5697.65791,"Europe",4
1083,"Y",2018-05-31,2018-05-15,18514065480,17,"Estonia","Entertainment",3.7,4,4,"Ethereum","1",1,1,0,0,0.94,1,0,7841.433479,"Europe",16
1084,"N",2017-10-29,2017-10-13,0,9,"Slovenia","Business services,Cryptocurrency,Platform,Retail,Internet",2.8,3.5,2.9,"Ethereum","1",1,0,0,0,0.89,1,0,5802.317613,"Europe",16
1085,"N",2018-03-15,2018-02-10,8,6,"USA","Cryptocurrency,Internet",1.8,0,0,"Ethereum","1",1,1,0,0,0,1,1,9998.117116,"Americas",33
1086,"N",2018-02-10,2017-12-15,0,16,"Russia","Health,Platform",3.2,3.9,4.1,"Ethereum","1",1,1,0,0,0.5,1,0,13095.12157,"Europe",57
1087,"Y",2018-02-15,2018-01-07,7e+08,9,"Estonia","Platform,Business services,Cryptocurrency",3.7,3.9,3.3,"Ethereum","1",1,1,0,0,1,1,0,10999.51079,"Europe",39
1088,"Y",2018-01-17,2017-12-07,14250000,11,"British Virgin Islands","Cryptocurrency",3.3,3.6,2.9,"Separate blockchain","1",1,1,3,0,0.91,1,1,15488.41664,"Americas",41
1089,"N",2018-03-19,2018-02-19,7.5e+07,9,"Denmark","Platform,Infrastructure,Business services,Artificial Intelligence,Software",2.8,3,3,"Ethereum","1",1,1,0,1,0.89,1,0,9903.771047,"Europe",28
1090,"Y",2018-03-31,2018-02-05,7,13,"Austria","Banking,Business services,Cryptocurrency",3.3,3.6,3.5,"Ethereum","3",1,1,0,1,1,1,0,9273.092587,"Europe",54
1091,"N",2018-06-10,2018-04-15,1e+09,15,"Austria","Energy,Infrastructure",3.3,4.3,3.6,"Ethereum","1",1,1,0,0,0.92,1,0,8392.135263,"Europe",56
1092,"Y",2018-05-25,2018-03-01,1.5e+09,10,"Germany","Business services,Banking,Communication,Cryptocurrency,Electronics,Manufacturing,Platform",2.6,1.7,1.7,"Ethereum","6",1,1,3,1,0.8,1,0,8593.171262,"Europe",85
1093,"N",2018-06-10,2018-05-25,3.25e+08,6,"Estonia","Cryptocurrency,Infrastructure,Investment",2.3,2,3,"Ethereum","3",1,0,0,0,0.7,1,0,7473.060633,"Europe",16
1094,"Y",2017-11-17,2017-11-17,252460800,18,"USA","Platform,Business services",2.9,0,0,"Ethereum","1",1,1,0,1,0.63,0.84,0,7708.990234,"Americas",0
1095,"N",2018-05-31,2017-12-15,8e+07,11,"Singapore","Platform",2.6,2,2,"Ethereum","3",1,1,0,0,0.27,1,0,10265.30316,"Asia",167
1096,"N",2018-03-31,2018-02-04,6.4e+07,9,"UK","Banking,Business services,Communication,Cryptocurrency,Internet",2.6,0,0,"Ethereum","3",1,1,0,0,0.33,1,0,9255.305394,"Europe",55
1097,"Y",2018-06-08,2018-05-18,1.21e+08,5,"UK","Banking,Investment,Platform,Smart Contract",2.5,2,1,"Ethereum","1",1,0,0,0,0.6,1,1,7697.334539,"Europe",21
1098,"Y",2018-04-30,2018-04-01,123,6,"UK","Business services,Cryptocurrency,Investment",3.6,4,4,"Ethereum","1",1,1,0,1,1,1,0,8033.596631,"Europe",29
1099,"Y",2018-04-04,2018-03-05,47,16,"Belize","Business services,Platform",4,4.3,3.9,"Ethereum","1",1,1,0,1,1,1,0,8498.566107,"Americas",30
1100,"Y",2018-04-30,2018-03-15,2.4e+08,15,"United Arab Emirates","Real estate",3.2,3,2,"Ethereum","3",1,0,0,0,1,1,0,8086.377223,"Asia",46
1101,"N",2018-02-12,2017-12-29,5e+07,6,"Croatia","Cryptocurrency,Software,Entertainment",3.2,3.8,3.5,"Ethereum","1",1,1,0,0,1,1,1,11910.47593,"Europe",45
1102,"Y",2017-12-15,2017-11-27,5e+09,17,"Gibraltar","Platform,Health",3.3,2.6,2.6,"QRC","3",1,1,0,1,0.76,1,1,13756.42948,"Europe",18
1103,"N",2018-04-30,2018-03-31,400,7,"Russia","Platform",2.4,1,2,"Ethereum","2",1,1,0,0,0.71,1,0,7999.400926,"Europe",30
1104,"Y",2018-05-25,2018-03-25,5.1e+08,12,"Estonia","Business services,Retail",4.3,4.3,4.9,"Ethereum","1",1,1,0,1,0.92,1,0,8262.546922,"Europe",61
1105,"N",2018-05-12,2018-03-14,2e+07,15,"Saint Kitts and Nevis","Cryptocurrency,Big Data,Artificial Intelligence,Infrastructure,Investment,Other,Platform,Smart Contract,Software",3.9,4.7,4,"Ethereum","1",1,1,0,1,0.94,1,0,8326.089486,"Americas",59
1106,"N",2018-05-16,2018-04-01,13650000,11,"USA","Business services,Cryptocurrency,Software,Tourism",3,0,0,"Ethereum","1",1,0,0,0,0.82,1,1,8403.558031,"Americas",45
1107,"N",2018-04-30,2018-02-18,5e+08,12,"UK","Retail",2.5,0,0,"Ethereum","1",1,1,2,0,0.17,1,0,8839.034302,"Europe",71
1108,"Y",2018-05-05,2018-03-06,1.151e+09,6,"Singapore","Communication,Cryptocurrency,Internet,Software",3.2,4,3.5,"Ethereum","1",1,1,0,1,1,0.83,0,8398.522445,"Asia",60
1109,"N",2018-04-12,2018-03-13,0,5,"Russia","Banking,Business services",2.3,0,0,"Ethereum","unknown",1,1,0,1,0,1,0,7761.288023,"Europe",30
1110,"Y",2018-03-01,2018-02-13,3.75e+08,16,"Singapore","Cryptocurrency,Energy,Platform,Smart Contract",3.3,5,4,"Ethereum","1",1,1,3,0,0.56,1,0,10335.42595,"Asia",16
1111,"Y",2018-01-14,2017-12-15,5.6e+08,17,"Canada","Platform,Business services,Software",3.4,2.8,2.7,"Ethereum","1",1,1,3,0,1,0.76,1,15535.08061,"Americas",30
1112,"N",2017-11-24,2017-10-24,6e+07,6,"Russia","Entertainment,Platform",2.3,0,0,"unknown","unknown",1,1,0,0,1,1,0,6991.943741,"Europe",31
1113,"Y",2017-07-25,2017-07-07,4e+07,7,"Netherlands","Entertainment,Business services,Platform",2.5,0,0,"Ethereum","unknown",1,1,0,1,0.43,1,1,2442.920526,"Europe",18
1114,"N",2017-12-05,2017-10-25,142857143,4,"Monaco","Investment,Platform",2.3,0,0,"Ethereum","1",1,0,0,1,0.75,1,1,7935.325916,"Europe",41
1115,"Y",2018-05-09,2018-03-27,2.4e+08,22,"Japan","Platform,Entertainment,Media",3.2,3,3,"Ethereum","3",1,1,3,1,0.95,1,1,8251.606334,"Asia",43
1116,"Y",2017-12-28,2017-11-28,1e+07,18,"USA","Cryptocurrency,Platform",3.1,3,3,"Ethereum","1",1,1,0,0,0,1,1,14920.6003,"Americas",30
1117,"N",2018-04-30,2018-04-01,3.5e+08,25,"USA","Cryptocurrency",3,2.7,2.3,"Ethereum","1",1,1,0,1,0.96,0.72,1,8033.596631,"Americas",29
1118,"Y",2018-03-14,2018-02-28,1.5e+08,51,"Singapore","Media",3.9,4.3,3.8,"Ethereum","unknown",1,1,3,1,0.86,1,0,10106.88932,"Asia",14
1119,"N",2017-10-27,2017-09-27,0,12,"Russia","Internet,Investment",1.9,0,0,"Waves","unknown",1,1,0,0,0,1,0,5113.984832,"Europe",30
1120,"Y",2017-05-02,2017-05-02,42300000,8,"UK","Banking,Cryptocurrency",2.3,4,5,"Ethereum","1",1,0,3,0,0,0,1,1452.819946,"Europe",0
1121,"N",2018-05-20,2018-03-20,30600000,8,"Latvia","Energy",3.5,4,3,"Ethereum","1",1,1,2,0,0.38,1,1,8343.72257,"Europe",61
1122,"Y",2018-02-23,2018-01-23,2.7e+07,15,"Italy","Business services,Platform",3.2,4,3.6,"Ethereum","unknown",1,0,0,0,0.93,1,1,9804.919769,"Europe",31
1123,"Y",2018-03-08,2018-02-15,9.8e+07,14,"Russia","Platform,Software",3.6,3.4,3.9,"Ethereum","2",1,1,0,1,0.93,1,1,10609.62646,"Europe",21
1124,"N",2018-03-20,2018-02-22,2e+08,16,"USA","Health,Platform",3.6,3.7,3.5,"Ethereum","1",1,1,2,1,0.81,1,0,9733.460359,"Americas",26
1125,"Y",2018-02-28,2018-01-22,5e+07,18,"France","Platform",3.7,4.1,3.3,"Ethereum","3",1,1,0,1,0.95,1,0,9885.706158,"Europe",37
1126,"N",2017-12-20,2017-11-25,1.5e+07,10,"Slovenia","Cryptocurrency,Banking,Platform",2.5,0,0,"Ethereum","1",1,0,0,0,0.9,1,1,14294.12804,"Europe",25
1127,"Y",2017-08-29,2017-07-20,3e+06,9,"Estonia","Entertainment",2.8,0,0,"Ethereum","3",1,0,2,0,0,1,1,3506.547077,"Europe",40
1128,"N",2017-01-16,2016-12-02,5e+07,5,"USA","Cryptocurrency,Platform",2.5,0,0,"unknown","1",1,0,3,0,0,1,0,859.9115865,"Americas",45
1129,"N",2018-04-30,2018-03-15,2e+08,7,"Singapore","Platform",1.7,1,2,"Ethereum","2",1,0,0,1,0,0,0,8086.377223,"Asia",46
1130,"Y",2018-03-15,2018-02-01,212500000,16,"Estonia","Software,Entertainment",2.9,3.5,2.8,"Ethereum","2",1,0,0,1,0.75,1,0,9644.705396,"Europe",42
1131,"N",2018-05-31,2018-05-01,5e+08,5,"USA","Artificial Intelligence,Big Data,Health,Infrastructure,Platform,Smart Contract,Software",3.3,0,0,"Ethereum","2",1,1,0,1,1,1,1,8450.997732,"Americas",30
1132,"Y",2018-05-25,2018-03-27,1520000,28,"Thailand","Artificial Intelligence",3.3,0,0,"Ethereum","4",1,1,0,0,0.57,1,1,8259.545475,"Asia",59
1133,"Y",2018-02-28,2018-01-23,8.85e+08,39,"Singapore","Platform,Internet,Cryptocurrency,Virtual Reality",4.1,4.3,3.9,"Ethereum","3",1,1,3,1,0.38,1,1,9857.444151,"Asia",36
1134,"Y",2018-02-07,2017-12-23,1600000,5,"Russia","Manufacturing,Business services",2.3,2.1,1.7,"Ethereum","1",1,1,0,0,0,1,0,12646.75065,"Europe",46
1135,"N",2018-06-08,2018-02-23,1.2e+09,6,"USA","Energy",2.3,0,0,"Ethereum","1",1,0,0,0,0,1,0,8542.695469,"Americas",105
1136,"Y",2018-02-15,2017-11-15,1.5e+08,37,"Switzerland","Platform,Media",3.7,4.5,3.5,"Ripemd160","3",1,1,3,0,0.89,1,0,12324.30571,"Europe",92
1137,"Y",2018-05-10,2018-03-01,7e+07,13,"Singapore","Retail,Smart Contract",3.1,0,0,"Ethereum","1",1,1,0,0,1,0.62,1,8669.783368,"Asia",70
1138,"Y",2018-02-09,2018-01-10,3.8e+08,14,"Cayman Islands","Platform,Cryptocurrency,Business services,Retail,Health",3.4,3.7,3.1,"Ethereum","2",1,1,0,1,0.79,1,0,10961.27585,"Americas",30
1139,"Y",2018-03-14,2018-02-21,1308800000,23,"Malta","Platform,Cryptocurrency,Entertainment,Communication,Media",4.4,4.6,4,"Ethereum","6",1,1,0,0,0.77,1,1,10144.0882,"Europe",21
1140,"Y",2018-05-16,2018-03-13,22,20,"Estonia","Retail,Real estate,Platform,Internet,Cryptocurrency,Tourism",3.7,3.9,3.4,"Ethereum","3",1,1,0,1,0.95,1,1,8355.079372,"Europe",64
1141,"Y",2018-01-28,2017-11-01,1e+10,14,"USA","Platform,Retail",3.2,3.6,3.1,"unknown","3",1,0,2,1,0.86,1,1,12163.42574,"Americas",88
1142,"Y",2018-01-31,2017-12-15,6900000,6,"UK","Cryptocurrency",3,4,4,"unknown","1",1,1,0,1,0.83,1,1,14085.60002,"Europe",47
1143,"Y",2018-06-08,2018-05-08,3e+09,14,"Singapore","Entertainment,Platform",4.3,4.5,4.1,"Ethereum","1",1,1,0,1,0,1,1,8009.560638,"Asia",31
1144,"N",2017-11-08,2017-10-08,33700000,11,"USA","Banking,Business services,Platform",3.5,1.9,2.3,"Ethereum","1",1,0,2,1,0.36,1,0,6035.749039,"Americas",31
1145,"Y",2018-04-30,2018-03-30,3e+08,13,"Singapore","Internet,Platform",3.8,3.4,2.8,"Ethereum","1",1,1,0,0,0.92,1,0,7964.748398,"Asia",31
1146,"Y",2017-11-15,2017-10-15,3.3e+07,22,"Russia","Investment,Cryptocurrency,Business services,Banking,Platform",4,4,3.6,"Ethereum","2",1,1,2,1,0.91,1,1,6368.976852,"Europe",31
1147,"N",2017-11-23,2017-10-23,1e+08,15,"USA","Platform",2.4,0,0,"Ethereum","1",1,0,0,0,0.4,0,0,6919.338409,"Americas",31
1148,"N",2018-04-25,2017-12-14,0,4,"Czech Republic","Platform,Media,Entertainment,Virtual Reality",2.9,2,2,"Ethereum","1",1,1,0,1,0,1,1,10773.51377,"Europe",132
1149,"N",2018-02-15,2017-12-27,9.36e+08,8,"Czech Republic","Casino & Gambling",1.9,1.6,1,"Ethereum","1",1,0,0,1,0,1,0,11893.84769,"Europe",50
1150,"Y",2018-04-05,2018-03-06,5e+08,17,"Poland","Cryptocurrency,Business services,Infrastructure,Internet",3.5,4,3.1,"Ethereum","3",1,1,0,1,1,1,0,8344.958701,"Europe",30
1151,"N",2017-12-18,2017-12-08,4e+07,15,"UK","Software,Cryptocurrency",3.4,5,4.8,"Ethereum","1",1,1,0,0,0.8,0.93,1,17271.51838,"Europe",10
1152,"N",2018-02-25,2018-01-25,6e+06,10,"Estonia","Platform",2.6,0,0,"unknown","1",1,1,0,1,0.9,1,0,9718.982269,"Europe",31
1153,"Y",2018-02-20,2018-01-20,4e+08,5,"Latvia","Platform",2,0,0,"Ethereum","1",1,0,0,0,0,1,1,9943.488526,"Europe",31
1154,"N",2017-08-25,2017-07-10,0,3,"USA","Cryptocurrency",1.2,1.4,1.7,"Ethereum","1",0,0,0,0,0,1,0,3160.027661,"Americas",46
1155,"N",2018-02-13,2018-01-30,0,9,"Belarus","Health",2.5,3,2,"Ethereum","unknown",1,0,0,1,0,1,0,8626.033333,"Europe",14
1156,"Y",2018-01-29,2018-01-29,1e+08,16,"UK","Business services,Platform",3.3,3.1,3.2,"Ethereum","unknown",1,1,2,1,1,0,0,11296.40039,"Europe",0
1157,"N",2017-11-07,2017-10-10,7e+06,10,"Russia","Cryptocurrency,Platform",2.8,2.1,2.3,"Ethereum","1",1,0,0,1,0.4,1,1,6079.3717,"Europe",28
1158,"Y",2017-09-29,2017-08-29,5e+07,11,"UK","Entertainment",2.4,0,0,"unknown","unknown",1,1,3,0,0,1,1,4107.940292,"Europe",31
1159,"Y",2017-07-05,2017-07-04,4.5e+07,12,"Switzerland","Banking,Cryptocurrency",3.3,0,0,"Ethereum","unknown",1,1,2,1,0.75,1,0,2601.814942,"Europe",1
1160,"N",2018-06-08,2018-05-09,1.5e+07,19,"Switzerland","Cryptocurrency,Communication,Casino & Gambling,Art,Education,Entertainment,Health,Infrastructure,Internet,Manufacturing,Media,Real estate,Retail,Software,Sports,Tourism,Virtual Reality",4.4,4.3,4.4,"Ethereum","1",1,1,1,1,1,1,1,7970.036133,"Europe",30
1161,"N",2018-01-15,2017-12-14,2.2e+08,14,"USA","Business services,Platform,Media",3.8,3.6,3.6,"Ethereum","unknown",1,0,0,0,0.29,1,0,15514.28178,"Americas",32
1162,"N",2018-04-21,2018-03-31,0,1,"USA","Entertainment",2.5,0,0,"Ethereum","1",1,0,0,1,1,1,1,7519.462669,"Americas",21
1163,"N",2018-04-10,2018-02-15,2e+09,2,"USA","Real estate,Investment,Cryptocurrency,Tourism",1.8,1.6,1,"Ethereum","2",1,0,0,1,1,0,0,9020.753471,"Americas",54
1164,"Y",2017-11-16,2017-11-01,5.1e+08,26,"USA","Platform,Media",4.1,4.7,3.3,"Ethereum","2",1,1,0,0,0.96,1,0,6994.976257,"Americas",15
1165,"N",2017-08-02,2017-06-28,5e+05,4,"Ukraine","Cryptocurrency",2.1,0,0,"Waves","4",1,1,0,0,0,1,0,2531.273614,"Europe",35
1166,"Y",2017-10-09,2017-09-12,3.5e+08,43,"France","Platform,Cryptocurrency,Business services",3.9,3.5,3.7,"Ethereum","1",1,1,2,1,0.95,1,1,4043.25,"Europe",27
1167,"N",2017-12-15,2017-09-15,0,7,"Poland","Internet,Platform",2.1,0,0,"Ethereum","unknown",1,1,0,1,1,1,0,7435.903798,"Europe",91
1168,"Y",2017-07-28,2017-07-27,3.5e+08,9,"USA","Platform,Internet",3.4,0,0,"Ethereum","unknown",1,1,2,1,0.33,1,1,2740.39502,"Americas",1
1169,"N",2017-12-31,2017-10-11,5e+08,4,"Russia","Platform,Cryptocurrency,Business services,Internet",1.4,1.1,1,"Ethereum","1",1,0,0,0,0,1,1,10122.29401,"Europe",81
1170,"N",2018-01-31,2018-01-07,5e+07,15,"UK","Platform,Retail",2.7,4,3,"Ethereum","1",1,0,2,0,0.93,1,1,12450.25203,"Europe",24
1171,"Y",2017-11-14,2017-09-27,5.4e+07,17,"Finland","Retail,Platform",3.8,4,3.6,"Ethereum","1",1,1,0,1,0.76,1,0,5709.628358,"Europe",48
1172,"N",2017-11-25,2017-10-25,137500000,5,"India","Media,Platform,Art",2,0,0,"Ethereum","1",1,0,0,0,0,1,0,7093.952484,"Asia",31
1173,"N",2018-05-21,2018-04-16,1.3e+10,8,"Germany","Entertainment",3,2.5,3,"Ethereum","3",1,1,1,0,0.88,1,0,8883.156372,"Europe",35
1174,"N",2018-05-22,2018-02-22,2.5e+08,10,"USA","Business services,Communication,Cryptocurrency,Internet,Platform,Retail,Software",2.9,0,0,"Ethereum","1",1,1,0,1,0.8,1,1,8751.79477,"Americas",89
1175,"N",2018-05-05,2018-03-20,2.5e+07,17,"Australia","Cryptocurrency",2,0,0,"POS","6",1,1,0,0,0,0,1,8219.29808,"Oceania",46
1176,"N",2018-02-22,2017-12-22,10500000,8,"UK","Platform,Cryptocurrency,Software",2.7,3,3.5,"Ethereum","1",1,1,0,0,0,1,0,11974.47988,"Europe",62
1177,"N",2018-05-25,2018-02-25,3e+08,14,"Marshall Islands","Real estate",2.7,2.6,1.7,"Ethereum","1",1,1,0,1,0.93,1,0,8668.529547,"Oceania",89
1178,"N",2017-12-23,2017-12-16,1.7e+07,9,"Germany","Platform,Cryptocurrency,Business services,Software,Communication,Infrastructure",2.3,2.3,1.4,"Ethereum","1",1,1,0,1,0.11,1,0,17060.94995,"Europe",7
1179,"N",2018-04-06,2018-03-06,6.5e+08,10,"Estonia","Artificial Intelligence,Cryptocurrency,Infrastructure,Platform,Software",2.9,0,0,"Ethereum","4",1,1,0,1,0.3,1,0,8291.563736,"Europe",31
1180,"N",2018-02-28,2018-02-01,0,7,"Singapore","Cryptocurrency,Investment,Platform",2.1,0,0,"unknown","unknown",1,0,0,0,0,1,0,9472.001151,"Asia",27
1181,"N",2017-11-15,2017-10-15,0,12,"Japan","Real estate,Investment",2.5,0,0,"Ethereum","1",1,1,0,1,0.33,1,0,6368.976852,"Asia",31
